encoder,label,0
/m/027pcv,Zucchini,1
/m/0898b,Zebra,2
/m/01j5ks,Wrench,3
/m/01dy8n,Woodpecker,4
/m/03bt1vf,Woman,5
/m/084rd,Wok,6
/m/02cvgx,Winter melon,7
/m/081qc,Wine,8
/m/02d9qx,Whiteboard,9
/m/083wq,Wheel,10
/m/084zz,Whale,11
/m/0kpqd,Watermelon,12
/m/0gjkl,Watch,13
/m/0bjyj5,Waste container,14
/m/0174k2,Washing machine,15
/m/01dwsz,Waffle,16
/m/02rgn06,Volleyball,17
/m/01jfm_,Vehicle registration plate,18
/m/02s195,Vase,19
/m/0h2r6,Van,20
/m/09dzg,Turtle,21
/m/0jly1,Turkey,22
/m/07r04,Truck,23
/m/07mhn,Trousers,24
/m/07jdr,Train,25
/m/01mqdt,Traffic sign,26
/m/015qff,Traffic light,27
/m/0138tl,Toy,28
/m/0162_1,Towel,29
/m/011k07,Tortoise,30
/m/07dd4,Torch,31
/m/07j87,Tomato,32
/m/09gtd,Toilet paper,33
/m/09g1w,Toilet,34
/m/01k6s3,Toaster,35
/m/07dm6,Tiger,36
/m/01rkbr,Tie,37
/m/0h8my_4,Tennis racket,38
/m/05ctyq,Tennis ball,39
/m/0kmg4,Teddy bear,40
/m/01fh4r,Teapot,41
/m/07clx,Tea,42
/m/0pg52,Taxi,43
/m/02zvsm,Tart,44
/m/02jz0l,Tap,45
/m/07cmd,Tank,46
/m/0bh9flk,Tablet computer,47
/m/05_5p_0,Table tennis racket,48
/m/06y5r,Sword,49
/m/01gkx_,Swimwear,50
/m/04tn4x,Swim cap,51
/m/0dftk,Swan,52
/m/019w40,Surfboard,53
/m/0ftb8,Sunflower,54
/m/02wbtzl,Sun hat,55
/m/01s55n,Suitcase,56
/m/01xyhv,Suit,57
/m/06pcq,Submarine sandwich,58
/m/026qbn5,Studio couch,59
/m/07fbm7,Strawberry,60
/m/02pv19,Stop sign,61
/m/01h8tj,Starfish,62
/m/071qp,Squirrel,63
/m/0dv77,Squash,64
/m/0cmx8,Spoon,65
/m/02d1br,Spatula,66
/m/0h23m,Sparrow,67
/m/02jfl0,Sombrero,68
/m/03m3pdh,Sofa bed,69
/m/01nq26,Sock,70
/m/01x3jk,Snowmobile,71
/m/078jl,Snake,72
/m/02tsc9,Slow cooker,73
/m/079cl,Skyscraper,74
/m/016m2d,Skull,75
/m/02wv6h6,Skirt,76
/m/06_fw,Skateboard,77
/m/02f9f_,Shower,78
/m/01bfm9,Shorts,79
/m/01n4qj,Shirt,80
/m/07bgp,Sheep,81
/m/0by6g,Shark,82
/m/076bq,Segway,83
/m/0dkzw,Seat belt,84
/m/0120dh,Sea turtle,85
/m/0gd36,Sea lion,86
/m/06msq,Sculpture,87
/m/01bms0,Screwdriver,88
/m/01lsmm,Scissors,89
/m/02h19r,Scarf,90
/m/06ncr,Saxophone,91
/m/03q5c7,Saucer,92
/m/0l515,Sandwich,93
/m/0hdln,Ruler,94
/m/0wdt60w,Rugby ball,95
/m/06m11,Rose,96
/m/02p3w7d,Roller skates,97
/m/09rvcxw,Rocket,98
/m/03d443,Rhinoceros,99
/m/06bt6,Reptile,100
/m/06j2d,Raven,101
/m/015x5n,Radish,102
/m/0dv9c,Racket,103
/m/0dq75,Raccoon,104
/m/06mf6,Rabbit,105
/m/0420v5,Punching bag,106
/m/05zsy,Pumpkin,107
/m/01m4t,Printer,108
/m/01f91_,Pretzel,109
/m/0h8ntjv,Pressure cooker,110
/m/03bbps,Power plugs and sockets,111
/m/05vtc,Potato,112
/m/0jwn_,Pomegranate,113
/m/0633h,Polar bear,114
/m/099ssp,Platter,115
/m/05gqfk,Plastic bag,116
/m/0663v,Pizza,117
/m/054fyh,Pitcher,118
/m/034c16,Pillow,119
/m/068zj,Pig,120
/m/06z37_,Picture frame,121
/m/05r5c,Piano,122
/m/01g317,Person,123
/m/05z6w,Penguin,124
/m/0k1tl,Pen,125
/m/061_f,Pear,126
/m/0dj6p,Peach,127
/m/0gv1x,Parrot,128
/m/02w3r3,Paper towel,129
/m/01dwwc,Pancake,130
/m/0_cp5,Oyster,131
/m/09d5_,Owl,132
